gmina_code,gmina_name,year,tot_pop,working_pop,higher,post_secondary,secondary,secondary_general,secondary_vocational,vocational,primary
0406044,Radzyń Chełmiński - miasto (4),1998,1843,961,40,,276,,,393,580
0406045,Radzyń Chełmiński - obszar wiejski (5),1998,3154,1504,33,,211,,,552,1304
0406052,Rogóźno (2),1998,4313,2105,42,,362,,,825,1612
0406062,Świecie nad Osą (2),1998,4753,2290,52,,339,,,743,1740
0407000,Powiat inowrocławski,1998,164943,86371,4933,,26390,,,35084,51043
0407011,Inowrocław (1),1998,75151,40490,3578,,16549,,,16307,18916
0407022,Dąbrowa Biskupia (2),1998,5641,2752,52,,435,,,1092,2092
0407033,Gniewkowo (3),1998,15195,7856,203,,1684,,,3463,5138
0407034,Gniewkowo - miasto (4),1998,7457,3906,115,,1055,,,1876,2284
0407035,Gniewkowo - obszar wiejski (5),1998,7738,3950,88,,629,,,1587,2854
0407042,Inowrocław (2),1998,11205,5624,172,,1091,,,2361,4095
0407053,Janikowo (3),1998,13028,6977,236,,1774,,,2710,4443
0407054,Janikowo - miasto (4),1998,8192,4593,158,,1296,,,1884,2573
0407055,Janikowo - obszar wiejski (5),1998,4836,2384,78,,478,,,826,1870
0407063,Kruszwica (3),1998,20608,10529,355,,2465,,,4127,7573
0407064,Kruszwica - miasto (4),1998,8918,4708,223,,1489,,,1998,2700
0407065,Kruszwica - obszar wiejski (5),1998,11690,5821,132,,976,,,2129,4873
0407073,Pakość (3),1998,10301,5229,160,,1181,,,2081,3757
0407074,Pakość - miasto (4),1998,5911,3086,108,,826,,,1281,1977
0407075,Pakość - obszar wiejski (5),1998,4390,2143,52,,355,,,800,1780
0407082,Rojewo (2),1998,4806,2363,54,,392,,,935,1787
0407092,Złotniki Kujawskie (2),1998,9008,4551,123,,819,,,2008,3242
0408000,Powiat lipnowski,1998,66990,32681,995,,7087,,,10134,24949
0408011,Lipno (1),1998,14236,7312,432,,2865,,,2308,4245
0408022,Bobrowniki (2),1998,3042,1423,20,,218,,,462,1158
0408032,Chrostkowo (2),1998,3331,1581,22,,198,,,329,1693
0408043,Dobrzyń nad Wisłą (3),1998,8549,4217,92,,824,,,1472,3104
0408044,Dobrzyń nad Wisłą - miasto (4),1998,2278,1154,53,,346,,,408,661
0408045,Dobrzyń nad Wisłą - obszar wiejski (5),1998,6271,3063,39,,478,,,1064,2443
0408052,Kikół (2),1998,7239,3505,69,,490,,,1043,2976
0408062,Lipno (2),1998,11452,5480,92,,857,,,1794,4425
0408073,Skępe (3),1998,7753,3712,173,,903,,,1041,2900
0408074,Skępe - miasto (4),1998,3366,1591,151,,670,,,436,1076
0408075,Skępe - obszar wiejski (5),1998,4387,2121,22,,233,,,605,1824
0408082,Tłuchowo (2),1998,4647,2211,37,,289,,,746,1697
0408092,Wielgie (2),1998,6741,3240,58,,443,,,939,2751
0409000,Powiat mogileński,1998,47049,23772,1038,,6620,,,9490,16282
0409012,Dąbrowa (2),1998,4745,2331,67,,450,,,963,1811
0409022,Jeziora Wielkie (2),1998,5134,2556,60,,414,,,918,2112
0409033,Mogilno (3),1998,24480,12584,665,,3966,,,5192,7718
0409034,Mogilno - miasto (4),1998,11924,6367,468,,2665,,,2508,2960
0409035,Mogilno - obszar wiejski (5),1998,12556,6217,197,,1301,,,2684,4758
0409043,Strzelno (3),1998,12690,6301,246,,1790,,,2417,4641
0409044,Strzelno - miasto (4),1998,5940,3047,164,,1130,,,1097,1950
0409045,Strzelno - obszar wiejski (5),1998,6750,3254,82,,660,,,1320,2691
0410000,Powiat nakielski,1998,81725,41580,1765,,10201,,,17834,27276
0410013,Kcynia (3),1998,14317,7017,241,,1413,,,2903,5279
0410014,Kcynia - miasto (4),1998,4899,2471,148,,778,,,1087,1518
0410015,Kcynia - obszar wiejski (5),1998,9418,4546,93,,635,,,1816,3761
0410023,Mrocza (3),1998,8534,4287,123,,776,,,1640,3285
0410024,Mrocza - miasto (4),1998,3731,1870,62,,454,,,826,1217
0410025,Mrocza - obszar wiejski (5),1998,4803,2417,61,,322,,,814,2068
0410033,Nakło nad Notecią (3),1998,30935,16133,798,,4821,,,7163,9213
0410034,Nakło nad Notecią - miasto (4),1998,20089,10667,616,,3659,,,4728,5661
0410035,Nakło nad Notecią - obszar wiejski (5),1998,10846,5466,182,,1162,,,2435,3552
0410042,Sadki (2),1998,7111,3523,145,,600,,,1348,2773
0410053,Szubin (3),1998,20828,10620,458,,2591,,,4780,6726
0410054,Szubin - miasto (4),1998,8626,4515,291,,1628,,,1973,2340
0410055,Szubin - obszar wiejski (5),1998,12202,6105,167,,963,,,2807,4386
0411000,Powiat radziejowski,1998,44882,22304,650,,4809,,,6732,15868
0411011,Radziejów (1),1998,5791,2958,209,,1237,,,857,1582
0411022,Bytoń (2),1998,4159,2050,31,,318,,,632,1572
0411032,Dobre (2),1998,5837,2843,69,,604,,,1019,1917
0411042,Osięciny (2),1998,8613,4343,91,,785,,,1264,3244
0411053,Piotrków Kujawski (3),1998,10072,5015,134,,1043,,,1675,3422
0411054,Piotrków Kujawski - miasto (4),1998,4159,2123,91,,624,,,748,1182
0411055,Piotrków Kujawski - obszar wiejski (5),1998,5913,2892,43,,419,,,927,2240
0411062,Radziejów (2),1998,4960,2490,75,,445,,,779,1838
0411072,Topólka (2),1998,5450,2605,41,,377,,,506,2293
0412000,Powiat rypiński,1998,44952,22574,787,,5105,,,5972,16906
0412011,Rypin (1),1998,15051,7814,499,,2922,,,2369,4191
0412022,Brzuze (2),1998,5783,2911,73,,490,,,713,2312
0412032,Rogowo (2),1998,5276,2579,55,,374,,,549,2235
0412042,Rypin (2),1998,7797,3906,69,,528,,,1027,3526
0412052,Skrwilno (2),1998,6507,3145,66,,475,,,813,2579
0412062,Wąpielsk (2),1998,4538,2219,25,,316,,,501,2063
0413000,Powiat sępoleński,1998,40313,19762,830,,4717,,,7305,14598
0413013,Kamień Krajeński (3),1998,6834,3276,135,,640,,,1149,2509
0413014,Kamień Krajeński - miasto (4),1998,1993,924,65,,293,,,347,573
0413015,Kamień Krajeński - obszar wiejski (5),1998,4841,2352,70,,347,,,802,1936
0413023,Sępólno Krajeńskie (3),1998,14703,7499,323,,2069,,,2855,5013
0413024,Sępólno Krajeńskie - miasto (4),1998,8019,4232,263,,1548,,,1669,2242
0413025,Sępólno Krajeńskie - obszar wiejski (5),1998,6684,3267,60,,521,,,1186,2771
0413032,Sośno (2),1998,5326,2550,76,,353,,,857,2152
0413043,Więcbork (3),1998,13450,6437,296,,1655,,,2444,4924
0413044,Więcbork - miasto (4),1998,5386,2688,175,,966,,,1065,1664
0413045,Więcbork - obszar wiejski (5),1998,8064,3749,121,,689,,,1379,3260
0414000,Powiat świecki,1998,97366,50025,2110,,11956,,,20819,32432
0414012,Bukowiec (2),1998,5192,2572,65,,452,,,1042,1894
0414022,Dragacz (2),1998,7324,3800,200,,1011,,,1511,2114
0414032,Drzycim (2),1998,5187,2584,71,,477,,,1092,1850
0414042,Jeżewo (2),1998,7449,3654,128,,745,,,1577,2628
0414052,Lniano (2),1998,3999,1941,37,,284,,,824,1618
0414063,Nowe (3),1998,11131,5790,210,,1156,,,2586,4001
0414064,Nowe - miasto (4),1998,6356,3376,171,,821,,,1556,2092
0414065,Nowe - obszar wiejski (5),1998,4775,2414,39,,335,,,1030,1909
0414072,Osie (2),1998,5000,2496,72,,530,,,1010,1897
0414082,Pruszcz (2),1998,9426,4730,133,,963,,,2049,3020
0414093,Świecie (3),1998,32445,17546,1069,,5550,,,7115,9294
0414094,Świecie - miasto (4),1998,25471,13986,997,,4958,,,5498,6673
0414095,Świecie - obszar wiejski (5),1998,6974,3560,72,,592,,,1617,2621
0414102,Świekatowo (2),1998,3422,1652,34,,222,,,718,1452
0414112,Warlubie (2),1998,6791,3260,91,,566,,,1295,2664
0415000,Powiat toruński,1998,76936,38536,999,,7839,,,15769,27378
0415011,Chełmża (1),1998,15340,8149,298,,2254,,,3745,4824
0415022,Chełmża (2),1998,9956,4759,101,,692,,,1719,4158
0415032,Czernikowo (2),1998,7904,3819,92,,676,,,1175,3135
0415042,Lubicz (2),1998,11991,5986,176,,1346,,,2596,4102
0415052,Łubianka (2),1998,5143,2548,42,,455,,,1179,1811
0415062,Łysomice (2),1998,7291,3679,99,,721,,,1513,2598
0415072,Obrowo (2),1998,7354,3608,54,,536,,,1355,2629
0415082,Wielka Nieszawka (2),1998,2983,1526,43,,368,,,597,987
0415092,Zławieś Wielka (2),1998,8974,4462,94,,791,,,1890,3134
0416000,Powiat tucholski,1998,45896,22661,966,,5166,,,9189,16782
0416012,Cekcyn (2),1998,6333,3091,91,,479,,,1332,2485
0416022,Gostycyn (2),1998,5428,2715,104,,527,,,1095,1954
0416032,Kęsowo (2),1998,4348,2145,64,,379,,,869,1594
0416042,Lubiewo (2),1998,5643,2767,70,,464,,,1196,2202
0416052,Śliwice (2),1998,5185,2521,51,,442,,,964,2160
0416063,Tuchola (3),1998,18959,9422,586,,2875,,,3733,6387
0416064,Tuchola - miasto (4),1998,12930,6475,521,,2409,,,2586,3854
0416065,Tuchola - obszar wiejski (5),1998,6029,2947,65,,466,,,1147,2533
0417000,Powiat wąbrzeski,1998,35257,17784,685,,4705,,,6440,12982
0417011,Wąbrzeźno (1),1998,13205,6972,422,,2680,,,2584,4058
0417022,Dębowa Łąka (2),1998,3391,1639,54,,286,,,608,1375
0417032,Książki (2),1998,4422,2213,61,,430,,,732,1861
0417042,Płużnica (2),1998,5279,2586,52,,467,,,862,2156
0417052,Ryńsk (2),1998,8960,4374,96,,842,,,1654,3532
0418000,Powiat włocławski,1998,88285,44259,1131,,8193,,,13693,34043
0418011,Kowal (1),1998,3277,1694,66,,487,,,576,1139
0418022,Baruchowo (2),1998,3575,1720,27,,205,,,540,1405
0418032,Boniewo (2),1998,4041,2024,33,,264,,,575,1723
0418043,Brześć Kujawski (3),1998,11413,5786,206,,1400,,,1912,4181
0418044,Brześć Kujawski - miasto (4),1998,4461,2360,97,,718,,,825,1533
0418045,Brześć Kujawski - obszar wiejski (5),1998,6952,3426,109,,682,,,1087,2648
0418052,Choceń (2),1998,8370,4313,87,,744,,,1271,3261
0418063,Chodecz (3),1998,6879,3504,79,,656,,,926,2553
0418064,Chodecz - miasto (4),1998,1805,922,48,,350,,,260,568
0418065,Chodecz - obszar wiejski (5),1998,5074,2582,31,,306,,,666,1985
0418072,Fabianki (2),1998,7275,3820,116,,788,,,1345,2516
0418083,Izbica Kujawska (3),1998,8434,4046,97,,671,,,890,3316
0418084,Izbica Kujawska - miasto (4),1998,2693,1353,74,,416,,,334,854
0418085,Izbica Kujawska - obszar wiejski (5),1998,5741,2693,23,,255,,,556,2462
0418092,Kowal (2),1998,4400,2215,47,,349,,,638,1807
0418102,Lubanie (2),1998,4773,2370,41,,353,,,1036,1675
0418113,Lubień Kujawski (3),1998,8604,4214,105,,664,,,1269,3608
0418114,Lubień Kujawski - miasto (4),1998,1455,729,61,,246,,,237,460
0418115,Lubień Kujawski - obszar wiejski (5),1998,7149,3485,44,,418,,,1032,3148
0418123,Lubraniec (3),1998,11028,5396,170,,1140,,,1712,4380
0418124,Lubraniec - miasto (4),1998,3156,1548,94,,494,,,539,1057
0418125,Lubraniec - obszar wiejski (5),1998,7872,3848,76,,646,,,1173,3323
0418132,Włocławek (2),1998,6216,3157,57,,472,,,1003,2479
0419000,Powiat żniński,1998,69793,35472,1420,,8915,,,14898,23628
0419013,Barcin (3),1998,15264,8039,247,,1780,,,3579,5170
0419014,Barcin - miasto (4),1998,8302,4406,158,,1176,,,2005,2467
0419015,Barcin - obszar wiejski (5),1998,6962,3633,89,,604,,,1574,2703
0419022,Gąsawa (2),1998,5442,2700,94,,622,,,1043,2020
0419033,Janowiec Wielkopolski (3),1998,9841,4823,172,,1156,,,2246,3307
0419034,Janowiec Wielkopolski - miasto (4),1998,4472,2283,116,,728,,,1149,1206
0419035,Janowiec Wielkopolski - obszar wiejski (5),1998,5369,2540,56,,428,,,1097,2101
0419043,Łabiszyn (3),1998,8911,4420,108,,769,,,1994,3241
0419044,Łabiszyn - miasto (4),1998,4078,2105,62,,481,,,1007,1288
0419045,Łabiszyn - obszar wiejski (5),1998,4833,2315,46,,288,,,987,1953
0419052,Rogowo (2),1998,6855,3387,114,,728,,,1402,2538
0419063,Żnin (3),1998,23480,12103,685,,3860,,,4634,7352
0419064,Żnin - miasto (4),1998,13090,6969,538,,2832,,,2701,3369
0419065,Żnin - obszar wiejski (5),1998,10390,5134,147,,1028,,,1933,3983
0461000,Powiat m. Bydgoszcz,1998,377807,209461,28746,,89895,,,81755,86683
0461011,Bydgoszcz (1),1998,377807,209461,28746,,89895,,,81755,86683
0462000,Powiat m. Grudziądz,1998,99707,53376,4278,,19965,,,20922,27751
0462011,Grudziądz (1),1998,99707,53376,4278,,19965,,,20922,27751
0463000,Powiat m. Toruń,1998,199527,109417,15532,,49505,,,37281,45426
0463011,Toruń (1),1998,199527,109417,15532,,49505,,,37281,45426
0464000,Powiat m. Włocławek,1998,119939,65183,6023,,26524,,,21820,32250
0464011,Włocławek (1),1998,119939,65183,6023,,26524,,,21820,32250
0600000,LUBELSKIE,1998,2209221,1111277,91339,,360910,,,319061,685085
0601000,Powiat bialski,1998,119461,57216,2052,,14110,,,18287,41577
0601011,Międzyrzec Podlaski (1),1998,16766,8484,616,,3323,,,3018,4447
0601021,Terespol (1),1998,5798,3003,211,,1433,,,815,1487
0601032,Biała Podlaska (2),1998,11099,5197,107,,929,,,1797,3998
0601042,Drelów (2),1998,6044,2871,60,,477,,,940,2325
0601052,Janów Podlaski (2),1998,6080,2777,115,,678,,,793,2395
0601062,Kodeń (2),1998,4590,2143,73,,473,,,536,1540
0601072,Konstantynów (2),1998,4091,1914,45,,393,,,662,1353
0601082,Leśna Podlaska (2),1998,4923,2230,102,,416,,,662,1886
0601092,Łomazy (2),1998,6077,2845,76,,570,,,901,2331
0601102,Międzyrzec Podlaski (2),1998,10461,4930,75,,758,,,1699,4298
0601112,Piszczac (2),1998,7850,3792,79,,776,,,1273,2554
0601122,Rokitno (2),1998,3882,1844,49,,355,,,513,1403
0601132,Rossosz (2),1998,2650,1204,41,,240,,,552,916
0601142,Sławatycze (2),1998,3088,1401,37,,329,,,366,1226
0601152,Sosnówka (2),1998,3372,1599,48,,330,,,339,1425
0601162,Terespol (2),1998,7738,3873,75,,1081,,,1266,2444
0601172,Tuczna (2),1998,4343,2068,48,,352,,,674,1493
0601182,Wisznice (2),1998,5844,2695,149,,757,,,722,2142
0601192,Zalesie (2),1998,4765,2346,46,,440,,,759,1914
0602000,Powiat biłgorajski,1998,104828,50805,2170,,12620,,,14961,34413
0602011,Biłgoraj (1),1998,25333,12530,1239,,5504,,,3902,6173
0602022,Aleksandrów (2),1998,3027,1444,16,,165,,,474,1108
0602032,Biłgoraj (2),1998,11650,5632,70,,914,,,1895,3995
0602042,Biszcza (2),1998,4225,1961,45,,343,,,624,1624
0602053,Frampol (3),1998,6982,3330,87,,648,,,875,2911
0602054,Frampol - miasto (4),1998,1453,686,48,,248,,,212,455
0602055,Frampol - obszar wiejski (5),1998,5529,2644,39,,400,,,663,2456
0602062,Goraj (2),1998,4813,2358,65,,392,,,551,1755
0602073,Józefów (3),1998,7412,3608,158,,863,,,1067,2422
0602074,Józefów - miasto (4),1998,2504,1212,89,,430,,,350,694
0602075,Józefów - obszar wiejski (5),1998,4908,2396,69,,433,,,717,1728
0602082,Księżpol (2),1998,6504,3123,68,,545,,,952,2056
0602092,Łukowa (2),1998,4389,2192,49,,448,,,602,1316
0602102,Obsza (2),1998,4459,2200,26,,346,,,659,1544
0602112,Potok Górny (2),1998,5987,2926,51,,450,,,883,2210
0602123,Tarnogród (3),1998,7392,3291,170,,938,,,951,2579
0602124,Tarnogród - miasto (4),1998,3453,1554,118,,649,,,425,961
0602125,Tarnogród - obszar wiejski (5),1998,3939,1737,52,,289,,,526,1618
0602132,Tereszpol (2),1998,4171,2032,30,,374,,,740,1214
0602142,Turobin (2),1998,8484,4178,96,,690,,,786,3506
0603000,Powiat chełmski,1998,80140,38457,906,,7069,,,11788,29771
0603011,Rejowiec Fabryczny (1),1998,4325,2229,100,,690,,,798,1316
0603022,Białopole (2),1998,3696,1804,43,,324,,,470,1455
0603032,Chełm (2),1998,11776,5643,130,,1168,,,1911,4302
0603042,Dorohusk (2),1998,8087,3892,84,,776,,,1186,2735
0603052,Dubienka (2),1998,3420,1501,62,,284,,,421,1346
0603062,Kamień (2),1998,4231,2020,38,,374,,,677,1509
0603072,Leśniowice (2),1998,4873,2352,54,,417,,,578,1924
0603082,Rejowiec Fabryczny (2),1998,5299,2580,48,,368,,,887,1923
0603092,Ruda-Huta (2),1998,5271,2529,31,,412,,,717,2205
0603102,Sawin (2),1998,6258,2977,55,,478,,,867,2439
0603112,Siedliszcze (2),1998,8053,3773,91,,571,,,1078,3145
0603122,Wierzbica (2),1998,5817,2823,72,,472,,,928,1829
0603132,Wojsławice (2),1998,5243,2517,68,,464,,,674,2105
0603142,Żmudź (2),1998,3791,1817,30,,271,,,596,1538
0604000,Powiat hrubieszowski,1998,78456,38975,1481,,11361,,,10590,27450
0604011,Hrubieszów (1),1998,19196,9863,813,,5100,,,2703,4668
0604022,Dołhobyczów (2),1998,7377,3739,107,,787,,,936,2555
0604032,Horodło (2),1998,6864,3261,85,,757,,,791,2514
0604042,Hrubieszów (2),1998,12731,6201,119,,1300,,,1780,4853
0604052,Mircze (2),1998,8999,4511,79,,866,,,1060,3821
0604062,Trzeszczany (2),1998,5690,2788,56,,665,,,798,2157
0604072,Uchanie (2),1998,6058,2952,59,,557,,,815,2469
0604082,Werbkowice (2),1998,11541,5660,163,,1329,,,1707,4413
0605000,Powiat janowski,1998,49883,24289,951,,4989,,,6938,18022
0605012,Batorz (2),1998,3842,1894,28,,227,,,460,1791
0605022,Chrzanów (2),1998,3544,1800,26,,167,,,543,1328
0605032,Dzwola (2),1998,7116,3466,34,,312,,,1123,2697
0605042,Godziszów (2),1998,6967,3423,34,,308,,,914,3024
0605053,Janów Lubelski (3),1998,15135,7269,643,,2854,,,2164,3913
0605054,Janów Lubelski - miasto (4),1998,10875,5254,605,,2437,,,1534,2413
0605055,Janów Lubelski - obszar wiejski (5),1998,4260,2015,38,,417,,,630,1500
0605062,Modliborzyce (2),1998,7810,3793,125,,710,,,1094,2759
0605072,Potok Wielki (2),1998,5469,2644,61,,411,,,640,2510
0606000,Powiat krasnostawski,1998,84991,41261,1950,,11146,,,10795,31532
0606011,Krasnystaw (1),1998,19461,9959,1139,,4534,,,2478,5063
0606022,Fajsławice (2),1998,5519,2768,57,,502,,,695,2075
0606032,Gorzków (2),1998,5145,2410,71,,527,,,585,2084
0606042,Izbica (2),1998,10624,5027,116,,1084,,,1372,4271
0606052,Krasnystaw (2),1998,9635,4562,133,,1177,,,1342,3646
0606062,Kraśniczyn (2),1998,5284,2555,85,,514,,,619,2199
0606072,Łopiennik Górny (2),1998,5271,2443,49,,451,,,671,2231
0606082,Rejowiec (2),1998,7425,3630,103,,803,,,1084,2867
0606092,Rudnik (2),1998,4304,2041,30,,344,,,476,2236
0606102,Siennica Różana (2),1998,5101,2389,87,,590,,,649,2026
0606112,Żółkiewka (2),1998,7222,3477,80,,620,,,824,2834
0607000,Powiat kraśnicki,1998,103120,51439,2805,,15308,,,14613,35093
0607011,Kraśnik (1),1998,35837,19203,1905,,8696,,,5259,9092
0607023,Annopol (3),1998,9920,4710,162,,1041,,,1271,3871
0607024,Annopol - miasto (4),1998,2447,1256,106,,555,,,354,532
0607025,Annopol - obszar wiejski (5),1998,7473,3454,56,,486,,,917,3339
0607032,Dzierzkowice (2),1998,5590,2636,63,,582,,,926,2049
0607042,Gościeradów (2),1998,7830,3787,109,,679,,,1029,3128
0607052,Kraśnik (2),1998,6961,3490,102,,858,,,1043,2383
0607062,Szastarka (2),1998,6668,3317,53,,504,,,879,2727
0607072,Trzydnik Duży (2),1998,7747,3644,93,,645,,,1067,3073
0607082,Urzędów (2),1998,9020,4246,129,,976,,,1324,3287
0607092,Wilkołaz (2),1998,5768,2742,88,,675,,,910,2178
0607102,Zakrzówek (2),1998,7779,3664,101,,652,,,905,3305
0608000,Powiat lubartowski,1998,92901,45125,1912,,10220,,,12998,33025
0608011,Lubartów (1),1998,21841,11243,1102,,4901,,,3452,5215
0608022,Abramów (2),1998,4582,2193,43,,278,,,604,1852
0608032,Firlej (2),1998,6571,3118,74,,442,,,771,2605
0608042,Jeziorzany (2),1998,3327,1546,38,,281,,,386,1203
0608052,Kamionka (2),1998,6822,3207,104,,505,,,895,2807
0608063,Kock (3),1998,7037,3352,128,,643,,,915,2720
0608064,Kock - miasto (4),1998,3332,1603,108,,484,,,483,1116
0608065,Kock - obszar wiejski (5),1998,3705,1749,20,,159,,,432,1604
0608072,Lubartów (2),1998,9471,4627,77,,840,,,1585,3485
0608082,Michów (2),1998,7194,3444,86,,510,,,840,2889
0608092,Niedźwiada (2),1998,6649,3238,42,,371,,,977,2724
0608103,Ostrów Lubelski (3),1998,6148,2747,99,,538,,,827,2354
0608104,Ostrów Lubelski - miasto (4),1998,2528,1072,81,,364,,,417,848
0608105,Ostrów Lubelski - obszar wiejski (5),1998,3620,1675,18,,174,,,410,1506
0608112,Ostrówek (2),1998,4509,2199,28,,273,,,472,1855
0608122,Serniki (2),1998,5080,2472,54,,350,,,806,1953
0608132,Uścimów (2),1998,3670,1739,37,,288,,,468,1363
0609000,Powiat lubelski,1998,133782,65514,2174,,13827,,,21078,49004
0609013,Bełżyce (3),1998,13139,6484,321,,1952,,,1882,4005
0609014,Bełżyce - miasto (4),1998,6464,3218,251,,1288,,,967,1617
0609015,Bełżyce - obszar wiejski (5),1998,6675,3266,70,,664,,,915,2388
0609022,Borzechów (2),1998,4174,2037,28,,286,,,582,1880
0609033,Bychawa (3),1998,12676,6232,279,,1425,,,1856,4817
0609034,Bychawa - miasto (4),1998,4757,2383,205,,855,,,748,1426
0609035,Bychawa - obszar wiejski (5),1998,7919,3849,74,,570,,,1108,3391
0609042,Garbów (2),1998,8917,4367,128,,718,,,1411,3045
0609052,Głusk (2),1998,5854,2923,119,,667,,,983,2101
0609062,Jabłonna (2),1998,7807,3832,73,,592,,,1201,3341
0609072,Jastków (2),1998,10071,4936,163,,1009,,,1823,3626
0609082,Konopnica (2),1998,9529,4750,168,,1228,,,1744,3061
0609092,Krzczonów (2),1998,5893,2794,68,,504,,,725,2671
0609102,Niedrzwica Duża (2),1998,10523,5068,173,,1267,,,1866,3645
0609112,Niemce (2),1998,13977,6962,256,,1466,,,2499,4976
0609122,Strzyżewice (2),1998,8011,3754,143,,751,,,1250,3072
0609132,Wojciechów (2),1998,6271,3064,61,,552,,,988,2182
0609142,Wólka (2),1998,6642,3337,93,,706,,,1129,2480
0609152,Wysokie (2),1998,6290,3014,70,,449,,,727,2322
0609162,Zakrzew (2),1998,4008,1960,31,,255,,,412,1780
0610000,Powiat łęczyński,1998,53720,26756,1197,,6912,,,9261,16036
0610012,Cyców (2),1998,7279,3523,107,,630,,,997,2565
0610022,Ludwin (2),1998,5122,2461,57,,397,,,717,1975
0610033,Łęczna (3),1998,20690,10776,721,,3820,,,4355,3655
0610034,Łęczna - miasto (4),1998,17086,9047,690,,3487,,,3742,2337
0610035,Łęczna - obszar wiejski (5),1998,3604,1729,31,,333,,,613,1318
0610042,Milejów (2),1998,9741,4807,152,,1076,,,1658,3584
0610052,Puchaczów (2),1998,5205,2583,44,,444,,,780,2125
0610062,Spiczyn (2),1998,5683,2606,116,,545,,,754,2132
0611000,Powiat łukowski,1998,107423,50571,1925,,11448,,,15163,38021
0611011,Łuków (1),1998,30125,14743,1245,,6343,,,5015,6954
0611021,Stoczek Łukowski (1),1998,2659,1247,105,,452,,,369,869
0611032,Adamów (2),1998,6018,2699,90,,448,,,728,2152
0611042,Krzywda (2),1998,10099,4662,113,,640,,,1190,4177
0611052,Łuków (2),1998,15044,6989,89,,1001,,,2430,5816
0611062,Serokomla (2),1998,4379,2035,35,,270,,,413,1872
0611072,Stanin (2),1998,9688,4501,66,,597,,,1291,3980
0611082,Stoczek Łukowski (2),1998,8992,4211,37,,362,,,984,4013
0611092,Trzebieszów (2),1998,7518,3536,61,,590,,,1112,3129
0611102,Wojcieszków (2),1998,7235,3385,43,,401,,,956,2719
0611112,Wola Mysłowska (2),1998,5666,2563,41,,344,,,675,2340
0612000,Powiat opolski,1998,66458,32430,1425,,8363,,,9583,22608
0612012,Chodel (2),1998,7161,3272,95,,691,,,898,2814
0612022,Józefów nad Wisłą (2),1998,7795,3777,112,,718,,,1032,2903
